Emisi Savanna Api,Emisi Kebakaran Hutan,Emisi Residu Tanaman,Emisi Budidaya Padi,Emisi Tanah Organik Yang Dikeringkan (Co2),Emisi Pembuatan Pestisida,Emisi Transportasi Makanan,Lahan Hutan,Konversi Hutan Bersih,Emisi Konsumsi Rumah Tangga Makanan,Emisi Ritel Makanan,Emisi Penggunaan Listrik Di Pertanian,Emisi Kemasan Makanan,Emisi Sistem Agrifood Pembuangan Limbah,Emisi Pengolahan Makanan,Emisi Manufaktur Pupuk,Emisi IPPU,Emisi Kotoran Diterapkan Pada Tanah,Emisi Pupuk Kandang Di Padang Rumput,Emisi Manajemen Pupuk,Emisi Kebakaran Di Tanah Organik,Emisi Kebakaran Di Hutan Tropis Yang Lembab,Penggunaan Energi Di Pertanian,Populasi Pedesaan,Populasi Perkotaan,Total Populasi - Pria,Total Populasi - Wanita,Emisi Total,Peningkatan Suhu Rata - Rata ° C,Negara,Tahun
0.3937345302077025,-0.14043899404283947,0.28979741029129735,0.12637025920937206,0.0,-0.015191814483784255,-0.28629088938419733,,-0.5402776641766073,-0.12012612338792214,-0.06773935604671515,-0.1741086787600153,-0.043538749482078046,-0.06022240984041092,-0.18238941059890135,-3.6177959881389583,-0.26728385207949595,0.2681400811725303,0.16032414558519228,0.07420186898617387,0.0,0.0,0.0,0.3571776685174067,0.04134975262204987,0.19332220026166821,0.19460163101017003,-1.1599922432898084,-0.362294808532136,Afghanistan,1990
0.3937345302077025,-0.14043899404283947,0.29675069394203213,0.12138701166729422,0.0,-0.01805381862828847,-0.2954049471431107,,-0.5402776641766073,-0.11613932008114418,-0.051135297548675386,-0.2346941323485267,-0.043538749482078046,-0.05293599250477712,-0.18238941059890135,-3.6177959881389583,-0.2595765533570182,0.27793059743832804,0.17305779178850697,0.09706459664360609,0.0,0.0,0.0,0.3677382248772235,0.05707910506809231,0.19434660761222725,0.19568659090344212,-1.1112003193692783,-2.2320575155581257,Afghanistan,1991
0.3937345302077025,-0.14043899404283947,0.27297762918061635,0.12637025920937206,0.0,-0.01805381862828847,-0.33695512771301483,,-0.5402776641766073,-0.1153510791507131,-0.03041706409090922,-0.29189283173148184,-0.043538749482078046,-0.040856416515486015,-0.18238941059890135,-3.6177959881389583,-0.25420363472648116,0.27354509837857766,0.17236114204100558,0.10346754072239281,0.0,0.0,0.0,0.3808318059074923,0.07620361646471413,0.2199189801630438,0.22152308204683444,-1.099112535481932,-2.425225330264841,Afghanistan,1992
0.3937345302077025,-0.14043899404283947,0.3324297421632796,0.12637025920937206,0.0,-0.01805381862828847,-0.3310737190021939,,-0.5402776641766073,-0.10364315144754802,-0.14875207405063925,-0.2982770853212136,-0.043538749482078046,-0.02415545874269463,-0.18238941059890135,-3.6177959881389583,-0.2772660322604678,0.2699889543398669,0.17038194847398866,0.10640015370864701,0.0,0.0,0.0,0.3944654421284315,0.09598895395823026,0.25278514819876446,0.2545401533503874,-1.0946353512864158,-1.7719433341231197,Afghanistan,1993
0.3937345302077025,-0.14043899404283947,0.3497513900825454,0.13854859215762869,0.0,-0.01805381862828847,-0.3331662252408775,,-0.5402776641766073,-0.09397929685772702,-0.12004133040485523,-0.3194583893015662,-0.043538749482078046,-0.0111506126991336,-0.18238941059890135,-3.6177959881389583,-0.30052454799946393,0.2767869285092387,0.17898604897869103,0.12020973445302052,0.0,0.0,0.0,0.4066416573454509,0.1137386464368486,0.2742467269388238,0.27597389586198223,-1.047873619532959,-0.7625844061253367,Afghanistan,1994
0.3937345302077025,-0.14043899404283947,0.3523914672303149,0.11378719698099617,0.0,-0.01805381862828847,-0.32950344688515415,,-0.5402776641766073,-0.09058178268861529,-0.09563181143947512,-0.34089654955711096,-0.043538749482078046,-0.0015038814142768195,-0.18238941059890135,-3.6177959881389583,-0.31107267568127583,0.28531328267342515,0.19493594596151032,0.14524802657845512,0.0,0.0,0.0,0.41639630850809495,0.12817036076626329,0.2873389842552014,0.28896937596335676,-1.007026767735832,-1.0255330040720025,Afghanistan,1995
0.5668869465840429,-0.09923500176527213,0.3600726383668541,0.12637025920937206,0.0,-0.01805381862828847,-0.33782905501326166,,-0.5402776641766073,-0.08176661744285312,-0.5454365795436845,-0.3612987953302659,-0.043538749482078046,0.005920659731216644,-0.18238941059890135,-3.6177959881389583,-0.323625729144322,0.32124021867832675,0.21506149715649522,0.19485748852307225,0.0,0.0,0.0,0.42356936635125036,0.1390951633681235,0.2962441737332903,0.2976778675197818,-0.9421203657186854,-2.133051126235061,Afghanistan,1996
0.5271129417975734,-0.1216723112324376,0.3974117748483827,0.13854859215762869,0.0,-0.01805381862828847,-0.34432856801023487,,-0.5402776641766073,-0.0813411971456407,-0.4614522672481016,-0.35302917844571746,-0.043538749482078046,0.011139141930779273,-0.13779665208980219,-3.6177959881389583,-0.32501027039827435,0.3476064790809048,0.2467270187432661,0.22437630362556235,0.0,0.0,0.0,0.4288468275472174,0.1474484763413924,0.3047109199938549,0.30593278677379476,-0.8453244275694995,-0.6470393881235329,Afghanistan,1997
0.6506058450523627,-0.06836726644270112,0.41148695586460937,0.13854859215762869,0.0,-0.01805381862828847,-0.340461002865906,,-0.5402776641766073,-0.07830290716660245,-0.43328189337470124,-0.3901621764932423,-0.043538749482078046,0.014182256916052826,-0.02778898134961177,-3.6177959881389583,-0.3264154025065911,0.36741677498721065,0.2730790702862414,0.24194001224567444,0.0,0.0,0.0,0.4332327667954113,0.15459315958278116,0.313073857379121,0.31411020496210024,-0.7640130064689619,0.2406138293118974,Afghanistan,1998
0.5958996139124875,-0.13030361796136639,0.3578285476992602,0.02812670742070085,0.0,-0.01805381862828847,-0.46115373750075617,,-0.5402776641766073,-0.06977156108178596,-0.35866223705624206,-0.4349920329930994,-0.043538749482078046,0.016576619522171872,-0.05221548030405432,-3.6177959881389583,-0.3263493862231843,0.39638315598042256,0.303387084726615,0.27860131084406314,0.0,0.0,0.0,0.4380166865073725,0.16225802778606693,0.32182312940152397,0.32266451337166036,-0.7361661406885252,0.4497416549343954,Afghanistan,1999
0.47298128438638487,0.008654871027558152,0.2155299735085917,-0.005218657940832097,0.0,-0.01805381862828847,-0.4373029770316293,,-0.5402776641766073,-0.06007830891449682,-0.17653228460598708,-0.4719212924227546,-0.043538749482078046,0.02001472397331117,-0.13779665208980219,-3.6177959881389583,-0.3248137023454576,0.3514615989668221,0.2654521484993104,0.227913154433539,0.0,0.0,0.0,0.4439781983082492,0.17148391822447673,0.32501551661114153,0.3255803449844475,-0.8679281710350418,0.35093314901449424,Afghanistan,2000
-0.2067794238871836,-0.158011813061864,0.2204267978600536,-0.03785201920259435,0.0,-0.01805381862828847,-0.43213027089032546,0.24320691801127725,-0.5402776641766073,-0.05601654985390666,-0.08715618090322805,-0.4742819910002697,-0.043538749482078046,0.02611246481581,-0.3104475589584412,-3.5426911030066153,-0.3444620576731164,0.30851265282744544,0.21075071869831266,0.1673441019881574,0.0,0.0,0.0,0.4512549471656162,0.1824413371131356,0.3267240510426745,0.3270083644633031,-0.5145926832916394,0.7935704365682297,Afghanistan,2001
0.303397899309335,-0.158011813061864,0.38408858761882203,0.011808555783197306,0.0,-0.01805381862828847,-0.4458782363717089,0.24320691801127725,-0.5402776641766073,-0.04891445214166265,-0.024973883936312648,-0.3669129200331172,-0.043538749482078046,0.09918084724001028,-0.3104475589584412,-2.5829500246732815,-0.33500186598048953,0.3247619567722988,0.2524619052996378,0.26930570798617337,0.0,0.0,0.0,0.459329840444494,0.19443758307263898,0.3403955924317487,0.3405070232375421,-0.3946530852840314,0.47876018274447124,Afghanistan,2002
0.627641365138961,-0.158011813061864,0.4539144229083876,0.043789434044741456,0.0,-0.01805381862828847,-0.29790748776098985,0.24320691801127725,-0.5402776641766073,-0.04489308639590252,0.027413513438958013,-0.39116432307385696,-0.043538749482078046,0.12941319855517489,-0.29609919767558046,-3.04223264084357,-0.3333521519261657,0.33141400627647427,0.2581393982169597,0.2746416819125356,0.0,0.0,0.0,0.4675465397284645,0.20659327485379342,0.3562457241877487,0.35621359415315845,-0.35218614600430237,-0.08547732146839666,Afghanistan,2003
0.3555429707722438,-0.158011813061864,0.3851676804815104,0.17288409051118128,0.0,-0.01805381862828847,-0.3642255890521852,0.24320691801127725,-0.5402776641766073,-0.055472591888971134,0.07534491292793655,-0.3009795443780536,-0.043538749482078046,0.15515511301502607,-0.29609919767558046,-2.8385085561668335,-0.3302237590554866,0.3344459714997546,0.2622369843426163,0.26072225909467683,0.0,0.0,0.0,0.475004103055994,0.21843541624327995,0.36453138873703217,0.36429516065695733,-0.3247909578422843,0.7850290887375132,Afghanistan,2004
0.20399398692425783,-0.158011813061864,0.5121878309369488,0.08729980219423485,0.0,-0.009990490028510931,-0.24271640371877862,0.24320691801127725,-0.5402776641766073,-0.03539058014021221,0.12364220356038795,-0.30897481432752805,-0.043538749482078046,0.1785070013538793,-0.2550848725569188,-3.144172625007719,-0.33011309141993855,0.3480465075989275,0.26317351816186546,0.2754746048455946,0.0,0.0,0.0,0.4812744507766553,0.22939446090206417,0.3720359370593799,0.3716202820051936,-0.30057612292482194,-0.5414698096974979,Afghanistan,2005
0.16894647009657696,-0.158011813061864,0.46387447984826946,0.08729980219423485,0.0,0.01674269446804725,-0.14431077042205678,0.24320691801127725,-0.5402776641766073,-0.050831713292024586,0.13497479556828162,-0.014068065198943302,-0.043538749482078046,0.19789951457121355,-0.29609919767558046,-2.9308540320079604,-0.3198375509660346,0.33595702824571205,0.252220556105366,0.2859959918235455,0.0,0.0,0.0,0.48641235299855723,0.23883118819063212,0.3806485970685864,0.38011052738420975,-0.2939772943516564,0.8497942109036387,Afghanistan,2006
